observation_id,comparison,comparison_family,rat_left,rat_right,rat_pair,model_run,procrustes_disparity,aligned_rmse,aligned_sse_over_target_ss
638,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,18,0.11958087264297125,0.34580467411961235,0.11958087264297129
639,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,19,0.24381234844446714,0.4937735801401965,0.2438123484444671
640,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,0,0.042825250818218204,0.20694262687570722,0.04282525081821818
641,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,1,0.05513489368629644,0.23480820617324355,0.055134893686296454
642,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,2,0.08167941732341025,0.2857961114560696,0.08167941732341016
643,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,3,0.05395410892262941,0.23228023790806976,0.05395410892262948
644,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,4,0.21026147802877787,0.45854277666187027,0.21026147802877782
645,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,5,0.15082142630610232,0.3883573435717451,0.15082142630610246
646,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,6,0.13416235944208427,0.36628180331827065,0.13416235944208427
647,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,7,0.05462192965703496,0.2337133493342537,0.0546219296570349
648,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,8,0.06954740168399232,0.26371841362330434,0.06954740168399222
649,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,9,0.12491691098012084,0.3534358654411302,0.1249169109801207
650,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,10,0.08894754036367829,0.29824074229333297,0.08894754036367826
651,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,11,0.13052914811722713,0.3612881787676247,0.13052914811722713
652,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,12,0.31350991289406444,0.5599195593065706,0.3135099128940642
653,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,13,0.14757300180593733,0.3841523158929771,0.14757300180593766
654,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,14,0.049415423061457985,0.22229580081831943,0.04941542306145795
655,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,15,0.10839825096343425,0.3292388964922496,0.10839825096343424
656,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,16,0.09417884474537869,0.3068857193571879,0.09417884474537866
657,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,17,0.20615093431204168,0.45403847228185623,0.2061509343120419
658,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,18,0.2590583339940025,0.508977734281179,0.2590583339940024
659,A_vs_A,A_vs_A,rat0313,rat0816,rat0313__rat0816,19,0.03136985456788887,0.17711537078381664,0.03136985456788886
660,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,0,0.09139970507617427,0.3023238413955708,0.09139970507617425
661,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,1,0.10227762858311247,0.31980873750276484,0.10227762858311236
662,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,2,0.08030956688155627,0.28338942619927837,0.08030956688155623
663,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,3,0.2565960041290707,0.5065530615138661,0.25659600412907063
664,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,4,0.15037331354939706,0.38777998085176746,0.15037331354939712
665,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,5,0.25487086791686747,0.504847370912108,0.25487086791686747
666,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,6,0.23338077540226604,0.4830949962504952,0.23338077540226593
667,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,7,0.1498758568634735,0.3871380333466002,0.1498758568634733
668,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,8,0.06414231742137176,0.2532633361175119,0.06414231742137183
669,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,9,0.04512256447284494,0.21242072514904223,0.04512256447284494
670,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,10,0.1605098817902996,0.40063684527299703,0.16050988179029937
671,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,11,0.1356313687538298,0.36828164324851953,0.1356313687538298
672,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,12,0.27463300541519675,0.5240543916571991,0.2746330054151971
673,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,13,0.033028238578951985,0.18173672875605543,0.03302823857895206
674,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,14,0.08962637039166163,0.29937663634903383,0.08962637039166164
675,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,15,0.029408129820058835,0.171487987392875,0.029408129820058856
676,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,16,0.10488107660691814,0.32385348015254994,0.10488107660691805
677,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,17,0.4380397771006432,0.6618457351231049,0.43803977710064307
678,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,18,0.22673969126094262,0.47617191355742783,0.22673969126094254
679,A_vs_B,A_vs_B,rat0313,rat0816,rat0313__rat0816,19,0.09835573130387888,0.3136171731647978,0.0983557313038788
680,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,0,0.19761574288505335,0.4445399227122952,0.19761574288505337
681,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,1,0.02547212025165377,0.15959987547505722,0.02547212025165377
682,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,2,0.08609364127891925,0.29341717959062863,0.0860936412789192
683,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,3,0.18811299605077172,0.43371995117906625,0.18811299605077164
684,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,4,0.3286060385966992,0.5732416930027848,0.32860603859669907
685,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,5,0.23138178325586004,0.48102160373091357,0.23138178325586004
686,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,6,0.007914444158061711,0.08896316180342126,0.007914444158061711
687,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,7,0.040991431994566965,0.20246340902633977,0.04099143199456695
688,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,8,0.11320776510204411,0.336463616312439,0.11320776510204415
689,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,9,0.03637754698986541,0.1907289883312587,0.036377546989865416
690,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,10,0.03313556467935437,0.18203176832452722,0.03313556467935435
691,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,11,0.16918807165269026,0.4113247763661828,0.1691880716526903
692,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,12,0.18182021363022322,0.42640381521536974,0.1818202136302232
693,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,13,0.04042952330363156,0.20107094097266165,0.04042952330363157
694,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,14,0.1861144306091681,0.43140981746961676,0.186114430609168
695,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,15,0.0328829988514886,0.18133670023326393,0.03288299885148862
696,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,16,0.06842219519584661,0.26157636589693395,0.06842219519584668
697,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,17,0.058386014792861145,0.24163198213990858,0.058386014792861096
698,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,18,0.09771257963112381,0.31259011441682505,0.09771257963112379
699,B_vs_A,A_vs_B,rat0313,rat0816,rat0313__rat0816,19,0.09804214678726055,0.3131168261005154,0.09804214678726039
700,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,0,0.27920877781420517,0.5284020986088201,0.2792087778142053
701,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,1,0.08167690759627658,0.28579172065732855,0.08167690759627652
702,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,2,0.055131374698801854,0.23480071273060873,0.055131374698801854
703,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,3,0.04145673936440744,0.20360928113523538,0.04145673936440733
704,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,4,0.2222974747872678,0.47148433143347174,0.22229747478726786
705,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,5,0.1082448982393908,0.32900592432263404,0.1082448982393908
706,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,6,0.07766272687105626,0.2786803309727048,0.07766272687105626
707,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,7,0.1620770397209737,0.40258792793745535,0.16207703972097376
708,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,8,0.1535032927685934,0.3917949626636276,0.15350329276859337
709,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,9,0.04413276347312578,0.21007799378594044,0.04413276347312563
710,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,10,0.13493342509259335,0.36733285327151605,0.13493342509259312
711,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,11,0.09737812964885334,0.31205469015679504,0.09737812964885335
712,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,12,0.25202619589656905,0.5020221069799308,0.25202619589656905
713,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,13,0.1326972700696321,0.3642763649615936,0.1326972700696321
714,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,14,0.2189486519199393,0.4679194929899152,0.21894865191993926
715,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,15,0.06609120795123832,0.25708210352188715,0.0660912079512383
716,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,16,0.0891956994114721,0.2986564906568618,0.08919569941147217
717,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,17,0.35094768324830417,0.5924083754035759,0.3509476832483042
718,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,18,0.08038527606391903,0.2835229727269362,0.08038527606391903
719,B_vs_B,B_vs_B,rat0313,rat0816,rat0313__rat0816,19,0.02484703456416393,0.15762942163239688,0.024847034564163956
720,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,0,0.03610924708008517,0.19002433286314976,0.03610924708008513
721,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,1,0.07474516867892453,0.2733956266638597,0.07474516867892454
722,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,2,0.031236015349003943,0.1767371363041846,0.031236015349003932
723,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,3,0.19051725429086924,0.4364828224465075,0.19051725429086938
724,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,4,0.13557833440673647,0.36820963377773863,0.1355783344067364
725,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,5,0.3573464132530234,0.5977845876676843,0.35734641325302335
726,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,6,0.03968041327887567,0.19919943092005982,0.039680413278875684
727,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,7,0.09093085185511304,0.3015474288650345,0.09093085185511306
728,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,8,0.044878950569456205,0.21184652597920084,0.04487895056945621
729,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,9,0.08728076963964836,0.29543318980718525,0.08728076963964831
730,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,10,0.08246257274290766,0.2871629724440594,0.08246257274290764
731,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,11,0.17460484744277555,0.41785744871041314,0.1746048474427756
732,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,12,0.12809784333315144,0.35790759049390336,0.12809784333315158
733,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,13,0.08084025662904039,0.2843242104166305,0.08084025662904035
734,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,14,0.07012755322114994,0.26481607432546467,0.07012755322115002
735,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,15,0.1389494350689139,0.3727592186236497,0.13894943506891388
736,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,16,0.20909468852724633,0.45726872681963115,0.20909468852724644
737,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,17,0.03705548814232847,0.192498021138734,0.03705548814232847
738,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,18,0.1215107424057786,0.34858391013610857,0.12151074240577861
739,A_vs_A,A_vs_A,rat0314,rat0816,rat0314__rat0816,19,0.07471701127623451,0.2733441261052349,0.07471701127623458
740,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,0,0.08278130733296142,0.28771740881107866,0.08278130733296134
741,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,1,0.10574804753080311,0.3251892487933804,0.10574804753080304
742,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,2,0.09310766878325244,0.30513549250005717,0.09310766878325244
743,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,3,0.1253824295128862,0.35409381456456723,0.12538242951288617
744,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,4,0.025096660524215348,0.15841925553484748,0.025096660524215306
745,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,5,0.2646572706495877,0.51444851117443,0.26465727064958766
746,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,6,0.14174243069684864,0.3764869595309362,0.14174243069684878
747,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,7,0.06765815143833966,0.26011180564968533,0.0676581514383397
748,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,8,0.08271923980935053,0.2876095266317696,0.08271923980935057
749,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,9,0.05200597858597004,0.22804819355997982,0.05200597858597001
750,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,10,0.14858108275691154,0.38546216773752445,0.14858108275691145
751,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,11,0.13171370904860744,0.3629238336739644,0.1317137090486074
752,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,12,0.34606494754127287,0.5882728512699469,0.34606494754127304
753,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,13,0.1577659524852892,0.3971976239673258,0.15776595248528907
754,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,14,0.10878416284368629,0.32982444245944875,0.10878416284368621
755,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,15,0.07244677271514316,0.2691593816220106,0.07244677271514312
756,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,16,0.05555110562819665,0.23569282048504722,0.055551105628196686
757,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,17,0.17543224250371942,0.4188463232543883,0.17543224250371958
758,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,18,0.09948333529802685,0.3154097894771607,0.0994833352980268
759,A_vs_B,A_vs_B,rat0314,rat0816,rat0314__rat0816,19,0.1986713037216942,0.4457255924015291,0.1986713037216941
760,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,0,0.13169221315533847,0.36289421758322143,0.13169221315533847
761,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,1,0.15534347403464033,0.39413636477067215,0.15534347403464036
762,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,2,0.15206657015781555,0.3899571388727427,0.15206657015781552
763,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,3,0.24403234322813136,0.4939962988000329,0.24403234322813133
764,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,4,0.21934368754715056,0.4683414219852336,0.2193436875471507
765,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,5,0.3249559793672512,0.5700491025931461,0.3249559793672512
766,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,6,0.0718140267452572,0.26798139253548436,0.07181402674525734
767,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,7,0.10331318944776674,0.321423691484879,0.10331318944776667
768,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,8,0.06850396178502419,0.2617326150578568,0.06850396178502423
769,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,9,0.176992629296181,0.4207049195055616,0.17699262929618104
770,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,10,0.1520490512294662,0.38993467559254874,0.15204905122946621
771,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,11,0.1898116205849719,0.4356737547580436,0.18981162058497192
772,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,12,0.1627844729002384,0.403465578333813,0.16278447290023818
773,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,13,0.28318054779658247,0.532147111047859,0.28318054779658236
774,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,14,0.06356439990788056,0.25211981260480215,0.06356439990788054
775,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,15,0.03499815426141268,0.1870779363297892,0.03499815426141266
776,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,16,0.21984118450812543,0.4688722475345767,0.21984118450812543
777,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,17,0.1377800042776721,0.37118729002711304,0.13778000427767215
778,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,18,0.26424449386254556,0.5140471708535566,0.26424449386254556
779,B_vs_A,A_vs_B,rat0314,rat0816,rat0314__rat0816,19,0.08157150156705582,0.2856072505505695,0.08157150156705578
780,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,0,0.08256144998648704,0.2873350831111423,0.08256144998648705
781,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,1,0.09089676960577898,0.3014909113153812,0.09089676960577904
782,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,2,0.12145298980929604,0.34850106141774645,0.12145298980929588
783,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,3,0.14142866371615215,0.37607002501682063,0.14142866371615206
784,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,4,0.12308328894611867,0.3508322803650181,0.12308328894611871
785,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,5,0.3241451179412117,0.5693374376775269,0.32414511794121165
786,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,6,0.07795473403673511,0.2792037500406022,0.07795473403673508
787,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,7,0.2761777329379429,0.5255261486719217,0.2761777329379428
788,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,8,0.11668052694905277,0.34158531430530326,0.11668052694905282
789,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,9,0.1673496761329256,0.40908394753757515,0.16734967613292553
790,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,10,0.19393598001279927,0.4403816299674627,0.19393598001279924
791,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,11,0.30425243004933455,0.5515908175897554,0.3042524300493347
792,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,12,0.3950857597354403,0.6285584775782124,0.39508575973544013
793,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,13,0.2917375847647308,0.5401273782773195,0.29173758476473055
794,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,14,0.07030844994833357,0.2651574059843202,0.07030844994833359
795,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,15,0.06332327099447702,0.25164115520811986,0.06332327099447706
796,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,16,0.10664418880632871,0.3265642185027758,0.10664418880632871
797,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,17,0.2943367699183718,0.5425281282278108,0.29433676991837204
798,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,18,0.22469196215636036,0.47401683741863043,0.22469196215636025
799,B_vs_B,B_vs_B,rat0314,rat0816,rat0314__rat0816,19,0.20353752922477816,0.45115133738555857,0.2035375292247781
