observation_id,comparison,comparison_family,rat_left,rat_right,rat_pair,model_run,procrustes_disparity,aligned_rmse,aligned_sse_over_target_ss
210,B_vs_A,A_vs_B,rat0222,rat0314,rat0222__rat0314,10,0.2787437100868336,0.5279618452945566,0.2787437100868333
211,B_vs_A,A_vs_B,rat0222,rat0314,rat0222__rat0314,11,0.4227084960032427,0.6501603617594991,0.42270849600324273
212,B_vs_A,A_vs_B,rat0222,rat0314,rat0222__rat0314,12,0.2798992347418327,0.5290550394257981,0.27989923474183276
213,B_vs_A,A_vs_B,rat0222,rat0314,rat0222__rat0314,13,0.33866368504847305,0.5819481807244293,0.3386636850484731
214,B_vs_A,A_vs_B,rat0222,rat0314,rat0222__rat0314,14,0.1836996442153872,0.42860196478246265,0.18369964421538734
215,B_vs_A,A_vs_B,rat0222,rat0314,rat0222__rat0314,15,0.26956517392595986,0.5191966620905413,0.26956517392595974
216,B_vs_A,A_vs_B,rat0222,rat0314,rat0222__rat0314,16,0.045199552705040516,0.21260186430283368,0.04519955270504051
217,B_vs_A,A_vs_B,rat0222,rat0314,rat0222__rat0314,17,0.06987407900321749,0.2643370556755474,0.06987407900321745
218,B_vs_A,A_vs_B,rat0222,rat0314,rat0222__rat0314,18,0.13180399100256668,0.36304819377400377,0.1318039910025666
219,B_vs_A,A_vs_B,rat0222,rat0314,rat0222__rat0314,19,0.4708372525544883,0.6861758175238238,0.47083725255448805
220,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,0,0.12357334037646862,0.35152999925535316,0.12357334037646858
221,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,1,0.20324661144587713,0.4508288050312193,0.20324661144587716
222,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,2,0.231158554354123,0.48078951148514354,0.23115855435412297
223,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,3,0.428664105440433,0.6547244500096455,0.4286641054404329
224,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,4,0.3205262966279928,0.5661504187298575,0.320526296627993
225,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,5,0.5923554800859875,0.7696463344198995,0.5923554800859877
226,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,6,0.14043842876658574,0.37475115579086027,0.14043842876658558
227,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,7,0.3083092013762017,0.5552559782444505,0.30830920137620166
228,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,8,0.24307609267517738,0.49302747659250934,0.2430760926751773
229,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,9,0.32274819515402303,0.5681093162006967,0.32274819515402314
230,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,10,0.1841701698149952,0.4291505211636067,0.18417016981499523
231,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,11,0.2674958686142385,0.5172000276626428,0.26749586861423846
232,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,12,0.3509591005664971,0.5924180116830493,0.3509591005664974
233,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,13,0.6049494519902531,0.7777849651351285,0.6049494519902531
234,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,14,0.17553970973312233,0.41897459318331265,0.17553970973312233
235,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,15,0.4119948618591343,0.6418682589590594,0.4119948618591342
236,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,16,0.059872976175591314,0.24468955060564257,0.059872976175591314
237,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,17,0.250105214789361,0.5001052037215379,0.250105214789361
238,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,18,0.14770352117769345,0.384322158062339,0.14770352117769348
239,B_vs_B,B_vs_B,rat0222,rat0314,rat0222__rat0314,19,0.49396684482307923,0.7028277490417401,0.4939668448230791
240,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,0,0.1350086602394252,0.3674352463216142,0.13500866023942526
241,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,1,0.11729735339798039,0.34248701201356596,0.1172973533979805
242,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,2,0.4292255777248061,0.6551530948753933,0.42922557772480613
243,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,3,0.25303765292125224,0.5030284812227358,0.2530376529212523
244,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,4,0.06492582171752886,0.25480545857090425,0.0649258217175288
245,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,5,0.29794461870851663,0.5458430348630605,0.2979446187085163
246,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,6,0.15811268733186234,0.3976338608970095,0.15811268733186226
247,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,7,0.12229909707489617,0.34971287805126094,0.1222990970748961
248,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,8,0.06985558811626982,0.26430207739681094,0.06985558811626984
249,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,9,0.27928647999368245,0.5284756191099855,0.27928647999368256
250,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,10,0.12678182283837341,0.3560643521027812,0.12678182283837336
251,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,11,0.24954220318394177,0.499541993413909,0.24954220318394188
252,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,12,0.2105930120777128,0.458904142580684,0.21059301207771278
253,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,13,0.2809453517347069,0.5300427829286114,0.28094535173470697
254,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,14,0.10920804391834042,0.330466403615164,0.10920804391834046
255,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,15,0.10577217428019474,0.3252263431522649,0.10577217428019478
256,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,16,0.09658501555490669,0.3107812985926065,0.09658501555490681
257,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,17,0.3874100753019007,0.6224227464528433,0.38741007530190047
258,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,18,0.12384445696287237,0.3519154116586433,0.12384445696287237
259,A_vs_A,A_vs_A,rat0222,rat0816,rat0222__rat0816,19,0.15919701833245659,0.39899501041047675,0.15919701833245647
260,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,0,0.04836292258061974,0.21991571699316936,0.048362922580619756
261,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,1,0.09472087741043833,0.30776757043333575,0.0947208774104383
262,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,2,0.32654207452931105,0.5714386008394177,0.3265420745293113
263,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,3,0.3772427957156011,0.614200940829303,0.37724279571560104
264,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,4,0.06767649494116626,0.2601470640640909,0.06767649494116623
265,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,5,0.2518311763778262,0.5018278353955927,0.25183117637782615
266,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,6,0.056507871890127896,0.2377138445487092,0.05650787189012787
267,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,7,0.2466059937227825,0.49659439558132623,0.24660599372278266
268,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,8,0.11238329964906202,0.3352361848742794,0.11238329964906207
269,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,9,0.2466839486709643,0.49667287893639245,0.24668394867096435
270,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,10,0.05500076851531973,0.2345224264656149,0.05500076851531975
271,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,11,0.09733865333575704,0.31199143151015707,0.09733865333575702
272,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,12,0.2924311828665995,0.5407690661147321,0.2924311828665995
273,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,13,0.4045331651593744,0.6360292172214845,0.4045331651593743
274,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,14,0.12238946610002872,0.3498420587922908,0.12238946610002863
275,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,15,0.08982576550041027,0.29970946848641633,0.08982576550041019
276,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,16,0.10178764096936355,0.3190417542726399,0.10178764096936355
277,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,17,0.430733770317963,0.6563031085694803,0.43073377031796306
278,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,18,0.1124489740630781,0.33533412302221516,0.11244897406307812
279,A_vs_B,A_vs_B,rat0222,rat0816,rat0222__rat0816,19,0.2257258666599625,0.47510616356764146,0.2257258666599625
280,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,0,0.13472572380953743,0.3670500290281114,0.1347257238095374
281,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,1,0.06993596066375242,0.2644540804445117,0.06993596066375227
282,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,2,0.18539626541167176,0.4305766661254087,0.18539626541167165
283,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,3,0.40387302058212093,0.6355100475854971,0.4038730205821209
284,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,4,0.14935821049071785,0.38646889977166077,0.14935821049071796
285,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,5,0.29828181175884566,0.546151821162253,0.29828181175884566
286,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,6,0.12723276614415652,0.3566970228978039,0.1272327661441564
287,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,7,0.1336565909827608,0.36559074247409606,0.1336565909827608
288,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,8,0.1440588201627589,0.37955081367685,0.14405882016275892
289,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,9,0.2710951150506586,0.5206679508579904,0.27109511505065875
290,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,10,0.2025060884688006,0.4500067649144851,0.20250608846880064
291,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,11,0.5628986474578658,0.7502657179012419,0.5628986474578659
292,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,12,0.18574642139431874,0.43098308713256805,0.1857464213943187
293,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,13,0.24535427577986224,0.4953324901314895,0.24535427577986216
294,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,14,0.25338014140891124,0.5033687926450262,0.25338014140891135
295,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,15,0.37228520514069574,0.610151788607307,0.3722852051406958
296,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,16,0.1051715112446905,0.3243015745331658,0.10517151124469053
297,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,17,0.06457860901282496,0.25412321620195377,0.06457860901282497
298,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,18,0.1403860180129457,0.3746812218579221,0.14038601801294542
299,B_vs_A,A_vs_B,rat0222,rat0816,rat0222__rat0816,19,0.25287338756544253,0.502865178318645,0.2528733875654426
300,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,0,0.11691570300412546,0.34192938306633647,0.11691570300412545
301,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,1,0.09147799902225097,0.3024533005643201,0.09147799902225098
302,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,2,0.07983709180763889,0.28255458199724687,0.0798370918076389
303,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,3,0.27340796997179756,0.522884279713779,0.27340796997179756
304,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,4,0.10757404998145334,0.3279848319380842,0.10757404998145335
305,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,5,0.35665539391739226,0.5972063244117499,0.35665539391739226
306,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,6,0.2040713819188113,0.4517426058263836,0.20407138191881133
307,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,7,0.1815050104902808,0.4260340485105395,0.1815050104902807
308,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,8,0.10245107424518674,0.3200797935596478,0.10245107424518674
309,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,9,0.278112090201087,0.527363337937979,0.2781120902010869
310,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,10,0.16269360885455467,0.40335295815768435,0.16269360885455467
311,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,11,0.5680637033243738,0.7537000088393085,0.5680637033243738
312,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,12,0.42867895817265883,0.6547357926466669,0.42867895817265905
313,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,13,0.18457562086975918,0.42962264939101985,0.18457562086975915
314,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,14,0.15541841645036383,0.39423142499091024,0.15541841645036367
315,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,15,0.26034984290457874,0.5102448852311786,0.26034984290457863
316,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,16,0.031878853100583415,0.17854650122750487,0.0318788531005834
317,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,17,0.21885103388407198,0.46781517064335565,0.21885103388407204
318,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,18,0.07978892620122484,0.2824693367451144,0.07978892620122481
319,B_vs_B,B_vs_B,rat0222,rat0816,rat0222__rat0816,19,0.18612458495439654,0.43142158610157244,0.1861245849543965
320,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,0,0.21540920949130804,0.46412197695358937,0.21540920949130815
321,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,1,0.06607538599583003,0.25705132949632836,0.06607538599582997
322,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,2,0.1408226761392196,0.3752634756264186,0.14082267613921964
323,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,3,0.07174254591683514,0.2678479903169615,0.0717425459168351
324,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,4,0.12818281590864608,0.3580262782375702,0.12818281590864603
325,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,5,0.08152157981836572,0.2855198413742305,0.08152157981836573
326,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,6,0.14864702731960644,0.38554769785281606,0.14864702731960633
327,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,7,0.14169040757692955,0.37641786298863344,0.1416904075769296
328,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,8,0.1793331823460721,0.42347748741352487,0.1793331823460721
329,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,9,0.1199430439388753,0.34632794276361156,0.11994304393887541
330,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,10,0.0727752484475975,0.269768879687034,0.07277524844759745
331,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,11,0.1819320766789383,0.42653496536501945,0.18193207667893835
332,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,12,0.17363502280075876,0.4166953597062952,0.1736350228007587
333,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,13,0.39243798944649494,0.6264487125427708,0.3924379894464951
334,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,14,0.08150854157882416,0.2854970080032787,0.08150854157882417
335,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,15,0.3253526253884672,0.5703969016294419,0.32535262538846726
336,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,16,0.0460955325145964,0.21469870170682548,0.04609553251459642
337,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,17,0.16590136255977792,0.40730990972449704,0.16590136255977792
338,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,18,0.17040015528095026,0.4127955368956286,0.17040015528095023
339,A_vs_A,A_vs_A,rat0307,rat0313,rat0307__rat0313,19,0.06790173648783586,0.26057961640895067,0.06790173648783589
340,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,0,0.31044605133545955,0.5571768582195957,0.31044605133545944
341,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,1,0.06693769970225011,0.2587232105982186,0.06693769970225019
342,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,2,0.12310653775229176,0.3508654125904857,0.12310653775229176
343,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,3,0.13966622457951922,0.3737194463491553,0.1396662245795192
344,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,4,0.3039378986980043,0.551305630932611,0.30393789869800425
345,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,5,0.03732714598623395,0.19320234467064298,0.03732714598623393
346,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,6,0.07798953715040405,0.2792660687416285,0.07798953715040398
347,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,7,0.1352431447689125,0.36775419068844406,0.13524314476891247
348,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,8,0.17782993342185738,0.4216988658057516,0.17782993342185735
349,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,9,0.11018296659283675,0.3319381969476198,0.11018296659283683
350,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,10,0.043104051542216956,0.2076151524870403,0.043104051542217
351,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,11,0.07942576597024492,0.2818257723669803,0.079425765970245
352,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,12,0.09417044439646359,0.3068720326071826,0.09417044439646374
353,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,13,0.21364257400138326,0.4622148569673884,0.21364257400138334
354,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,14,0.16766629895135177,0.4094707546960487,0.16766629895135168
355,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,15,0.20441940369499978,0.4521276409322922,0.20441940369499975
356,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,16,0.06661477702352035,0.258098386324906,0.06661477702352041
357,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,17,0.0884923713267489,0.2974766735842474,0.08849237132674889
358,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,18,0.07533123471882482,0.27446536160110413,0.07533123471882483
359,A_vs_B,A_vs_B,rat0307,rat0313,rat0307__rat0313,19,0.06344602261448577,0.2518849392371163,0.06344602261448577
360,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,0,0.7231125290157554,0.8503602348509456,0.7231125290157553
361,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,1,0.2866559742940285,0.535402628209863,0.2866559742940288
362,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,2,0.15956957394753613,0.39946160509808215,0.15956957394753615
363,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,3,0.13007005178711645,0.36065225881327356,0.13007005178711645
364,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,4,0.29918199005473073,0.5469753102789291,0.29918199005473073
365,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,5,0.4665706101696395,0.6830597412888859,0.46657061016963974
366,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,6,0.4944775002884358,0.7031909415574379,0.49447750028843607
367,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,7,0.08636173121801194,0.29387366540405074,0.08636173121801197
368,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,8,0.21933011839142125,0.4683269353682543,0.21933011839142108
369,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,9,0.2251900732059879,0.4745419614807398,0.2251900732059879
370,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,10,0.16179122464903392,0.4022327990716742,0.1617912246490338
371,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,11,0.5721469919045791,0.7564039872347179,0.5721469919045792
372,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,12,0.19985609205248733,0.4470526725705678,0.19985609205248725
373,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,13,0.39495963862098776,0.6284581438894621,0.39495963862098776
374,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,14,0.13375653434721688,0.36572740442468465,0.13375653434721685
375,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,15,0.5936011349106186,0.7704551478902706,0.5936011349106186
376,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,16,0.3463529823187114,0.5885176142807549,0.3463529823187114
377,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,17,0.5960306895985669,0.7720302387850925,0.596030689598567
378,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,18,0.2755579542157128,0.5249361429885665,0.2755579542157127
379,B_vs_A,A_vs_B,rat0307,rat0313,rat0307__rat0313,19,0.6472818109177592,0.8045382594493311,0.6472818109177592
380,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,0,0.6399353193309115,0.7999595735603838,0.6399353193309113
381,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,1,0.2679740973796326,0.5176621459790473,0.26797409737963246
382,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,2,0.08082644246927964,0.284299916407444,0.08082644246927966
383,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,3,0.2176289580162101,0.4665071896725817,0.21762895801621007
384,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,4,0.24914128017197998,0.49914054150307186,0.2491412801719798
385,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,5,0.5208337938653622,0.7216881555529109,0.5208337938653625
386,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,6,0.4348651948022147,0.6594430944381892,0.4348651948022145
387,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,7,0.07216715365176199,0.26863944917260724,0.07216715365176182
388,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,8,0.2942744554402036,0.5424706954667722,0.2942744554402036
389,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,9,0.18801642354245415,0.43360860639804427,0.1880164235424541
390,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,10,0.10263600628620793,0.3203685475920004,0.10263600628620782
391,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,11,0.5253133735322851,0.7247850533311826,0.525313373532285
392,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,12,0.27429805502671295,0.5237347181796459,0.274298055026713
393,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,13,0.26323170948804064,0.5130611167181164,0.2632317094880407
394,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,14,0.15506206433772138,0.39377920759953977,0.15506206433772143
395,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,15,0.4061661491619735,0.637311657795441,0.4061661491619732
396,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,16,0.27236979714690734,0.521890598829781,0.27236979714690734
397,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,17,0.6073191194657379,0.7793068198506528,0.6073191194657378
398,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,18,0.24729582758328164,0.4972884752166308,0.24729582758328159
399,B_vs_B,B_vs_B,rat0307,rat0313,rat0307__rat0313,19,0.6316518980580514,0.7947653100494837,0.631651898058052
400,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,0,0.31010578156010665,0.556871422825868,0.31010578156010665
401,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,1,0.17759026478444787,0.42141459963371897,0.1775902647844477
402,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,2,0.19264167241517857,0.43890964037621527,0.19264167241517863
403,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,3,0.1466742981293468,0.38298080647644317,0.14667429812934682
404,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,4,0.20126654878366795,0.44862740529716644,0.20126654878366804
405,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,5,0.17857877322062898,0.4225858175810316,0.17857877322062893
406,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,6,0.110938295923602,0.3330740096789331,0.11093829592360198
407,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,7,0.28576579643031863,0.5345706655160931,0.2857657964303187
408,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,8,0.059512992951058635,0.2439528498522995,0.0595129929510586
409,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,9,0.1398123388854064,0.37391488187207317,0.13981233888540642
410,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,10,0.08849083693036607,0.2974740945534015,0.08849083693036608
411,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,11,0.1680070518969576,0.409886632981557,0.16800705189695764
412,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,12,0.06892929196855896,0.2625438857954208,0.06892929196855896
413,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,13,0.11505389701495405,0.33919595666068036,0.11505389701495417
414,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,14,0.09385002113852207,0.30634950814147244,0.09385002113852207
415,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,15,0.3977771623650374,0.6306957763970181,0.3977771623650375
416,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,16,0.12925637301577858,0.3595224235228988,0.12925637301577858
417,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,17,0.06975939216602828,0.2641200336324911,0.06975939216602824
418,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,18,0.22595589860783952,0.47534818670932105,0.2259558986078395
419,A_vs_A,A_vs_A,rat0307,rat0314,rat0307__rat0314,19,0.10788825502794216,0.3284634759420627,0.10788825502794205
420,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,0,0.4585171767418312,0.6771389641291005,0.45851717674183123
421,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,1,0.10482539350850416,0.32376749915410624,0.10482539350850421
422,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,2,0.1761099693940729,0.41965458343031703,0.17610996939407292
423,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,3,0.20755356283820822,0.45558046801658236,0.20755356283820822
